Cunninghamella,,"311,323,",CAFL
Currarino Syndrome,,"70,370,850,2500,3000,62500,95750,375290,633910,875000,",KHZ
Curva Spic,,"435,",CAFL
Cushing Syndrome,,"250,780,930,10530,7500,95950,322530,419340,564280,642060,",KHZ
Cutis Laxa,,"10,370,850,2750,3000,65750,95290,475000,650000,825750,",KHZ
Cuts,,"20,",CAFL
Cyanosis,,"200,250,780,2500,12850,117500,295290,432410,751170,917500,",KHZ
Cyclospora,Intestines,"543,316,992,751,268,2144,",CAFL
Cyclospora,,"268,316,543,751,992,2144,",XTRA
Cyclosporiasis,,"30,240,700,7500,12330,325500,440000,672500,797500,925950,",KHZ
Cyclothymic Disorder,,"150,230,600,950,7500,18300,155030,517500,696500,893000,",KHZ
Cyst Hydatid,Intestines,"164,187,453,523,542,623,803,843,854,1223,3032,5522,",CAFL
Cyst Other,,"75,76,543,",XTRA
Cyst Ovarian,,"982,",BIO
Cyst Sebaceous 1,,"20,222,228,231,237,262,465,488,567,694,719,727,747,784,787,887,2154,2890,7880,10000,",XTRA
Cyst Sebaceous 2,,"75,76,543,",XTRA
Cystic Fibrosis 2,,"333,478,523,557,660,690,727.5,768,775,776,778,786,787,802,880,1550,",XTRA
Cystic Fibrosis 3,,"660,727,778,787,802,880,",XTRA
Cystic Fibrosis,Lungs Etc,"523,557,478,776,660,727,778,787,802,880,",CAFL
Cystic Fibrosis,,"100,500,680,830,190890,312500,452500,687500,795690,892500,",KHZ
Cysticercus Fasciolaris,,"1081.73,1090.76,13637.5,13751.55,",XTRA
Cystinosis,,"60,320,730,830,12330,20000,85000,150000,95310,122530,",KHZ
Cystinuria,,"230,850,10530,28210,17500,41900,62500,150000,326070,975310,",KHZ
Cystitis Bladder,,"20,465,727,787,800,880,1550,5000,",XTRA
Cystitis Chronic,,"246,",BIO
Cystitis Chronic,Bladder,"246,1550,880,802,787,727,465,20,",CAFL
Cystitis Interstitial,,"40,460,800,2250,113950,232500,335690,587500,821000,975310,",KHZ
Cystitis,,"9.39,9.4,20,465,498,530,630,660,690,727.5,787,802,880,1550,2045,",XTRA
Cysto Pyelo Nephritis,,"1385,",VEGA
Cysts Hydatid Secondary,,"142,187,624,662,",XTRA
Cysts,,"170,180,930,9500,157500,281020,342500,571080,725000,825310,",KHZ
Cytochalasin,,"190.86,225.56,3833.59,4530.61,",XTRA
Cytomegalovirus CMV 3,,"1013.8,20362.9,",XTRA
Cytomegalovirus CMV Antigen,,"999.79,1013.8,1018.14,12604.69,12781.25,12835.94,",XTRA
Cytomegalovirus Infections,,"70,120,850,9500,88000,141200,297500,425950,675310,827000,",KHZ
Cytomegalovirus,Salivary Glands,"126,597,629,682,1045,8848,8856,",CAFL
Cytophaga Rubra 1,,"1061.15,1065,85,1071.31,13378.12,134.5,13506.25,",XTRA
Cytophaga Rubra 2,,"1065.85,21408.43,",XTRA
Dan's Mold,,"222,333,421,822,1233,1351,1711,1832,",VEGA
Dandruff Scales,,"20,727,787,880,5000,",XTRA
Dandy-Walker Syndrome,,"100,570,800,7500,17500,52500,199300,445210,675620,821430,",KHZ
De Lange Syndrome,,"70,240,700,7500,13520,45530,137500,572500,715700,903500,",KHZ
Deafness 1,,"9.18,9.19,65,660,690,727.5,760,787,802,880,1550,10000,",XTRA
Deafness 2,,"20,727,787,802,880,1550,5000,10000,",XTRA
Deafness from Otosclerosis,,"9.18,9.19,",XTRA
Deafness,Ear,"10000,1550,880,802,787,727,20,",CAFL
Decongest,,"400,",XTRA
Deep Meditation,,"4,",XTRA
Deer Tick,,"271,289,671,737,738,773,",XTRA
Deglutition Disorders,,"70,220,620,2750,5500,40000,100000,522530,682450,754190,",KHZ
Dejerine-Sottas Disease,,"40,410,620,970,7500,20000,87500,342060,635310,834450,",XTRA
Dematium Nigrum,,"243,738,",CAFL
Dementia Lewy Body,,"140,220,620,7500,2500,40000,87500,150000,375690,519340,",XTRA
Dementia Vascular,,"60,260,650,5710,7000,42500,92500,478500,527000,667000,",KHZ
Dementia,,"60,260,650,5150,7000,42500,92500,475950,527000,661710,",KHZ
Dementias Transmissible,,"90,230,1950,8850,44110,72410,125210,433500,541500,621610,",XTRA
Demodex Folliculorum Follicle Mite,,"1690.5,21312.5,",XTRA
Demyelinating Diseases,,"70,120,750,930,12850,22500,57500,672500,803500,935310,",KHZ
Dengue Fever 1,,"148,149,206,211,216,423,846,1194,1195,1196,1692,3383,3389,",XTRA
Dengue Fever 2,,"30,160,330,500,727,740,787,880,1234,1550,1600,2627,4412,5000,5275,7344,10000,10551.5,",XTRA
Dengue,,"160,550,1850,17500,82500,192500,352500,519340,750000,824370,",KHZ
Dental 1,,"48,60,465,635,640,685,1036,1043,1094,",XTRA
Dental 2,,"47,48,60,95,146,190,333,465,470.5,518,521,522,523,547,555,600,",XTRA
Dental Abscess,,"190,428,444,450,465,500,660,690,727.5,760,787,802,880,1550,1865,2170,2720,",XTRA
Dental and Jawbone Infections 1,,"190,500,727,728,787,880,2170,2720,7270,",XTRA
Dental and Jawbone Infections 2,,"15,326,465,727,787,880,",XTRA
Dental Foci 1,,"47.5,95,190,465,600,646,650,666,727,776,787,802,832,880,1500,1550,1600,1800,2489,2720,3000,5170,",XTRA
Dental Foci,Teeth,"5170,3000,2720,2489,1800,1600,1550,1500,880,832,802,787,776,727,666,650,646,600,465,190,95,47.5,",CAFL
Dental General,,"728,784,635,640,1036,1043,1094,685,60,48,465,",CAFL
Dental Infection 1,,"5170,3000,2720,2489,1800,1600,1550,1500,1094,1043,1036,880,832,802,787,776,727,685,666,650,646,640,635,600,465,190,95,60,48,47.5,",CAFL
Dental Infection 2,,"20,254.2,464,620,664,727,728,774,776,784,787,799,800,880,1550,1552,1562,5000,10000,",CAFL
Dental Infection 3,,"138,142,177,183,210,222,233,436,534,626,723,835,875,981,5227,7059,",XTRA
Dental Infection 4,,"1560,1700,2489,3400,",XTRA
Dental Infection and Earache,,"518,521,547,622.29,635,640,646,646.29,650,666,680,685,727,750,760,768,775,776,787,800,802,832,880,900,930,960,",XTRA
Dental Infection Roots and Gums,,"660,666,690,727,784,787,800,880,960,1560,1840,1998,2489,",XTRA
Dental Infection,,"960,660,666,690,727,784,787,800,880,1560,1840,1998,2489,",CAFL
Dental Infections Virus,,"138,142,177,183,210,222,233,436,534,626,723,835,875,981,5227,7057,",CAFL
Dental Ulcers,,"727,776,787,880,",CAFL
Dental,,"635,640,1036,1043,1094,",BIO
Dentigerous Cyst,,"160,550,850,7500,20000,47500,95310,210500,475950,527000,",KHZ
Depression Anxiety Trembling Weakness,,"3.5,800,",CAFL
Depression Bipolar,,"40,370,870,2250,2500,70000,95270,269710,175270,350000,",XTRA
Depression Drugs Or Toxins,,"1.1,73,",CAFL
Depression Due to Outside Circumstances,,"35,787,",CAFL
Depression Easily Depressed,,"727,787,880,10000,",XTRA
Depression General 2,,"5000,9999,10000,20000,",XTRA
Depression General 3,,"73,787,800,",XTRA
Depression General,,"1.1,3.5,7.83,35,73,787,800,3176,5000,10000,",CAFL
Depression Manic,,"263,1,304,802,6000,6130,",XTRA
Depression Postpartum,,"80,500,850,19030,5930,331050,447500,550000,625000,833910,",KHZ
Depression Shigella Flexneri 1,,"976.62,12312.5,",XTRA
Depressive Disorder,,"140,220,620,7500,15500,41090,465690,597500,722700,875930,",KHZ
Dermatitis,,"9.18,9.19,9.39,9.4,20,120.415,660,664,690,707,727.5,770,787,802,916,1550,2127.5,2180,2720,5000,10000,",XTRA
Dermatitis Exfoliative,,"30,410,1620,8950,109500,252930,387500,691020,822060,928330,",KHZ  
Dermatitis Herpetiformis,,"30,410,620,9350,27500,229310,487500,590000,725000,925310,",KHZ  
Dermatitis,,"30,410,620,950,7500,125310,387500,682100,822060,925930,",KHZ
Dermatomyositis,,"20,750,2420,5350,8520,125690,262500,561500,728570,802440,",KHZ
Dermatophagoides Dust Mite,,"707000,",HC
Dermatophagoides,,"11046.87,1752.48,",XTRA
Dermatophytoses,,"1752.48,11046.87,",XTRA
Dermoid Cyst,,"50,490,1520,9850,85250,405500,532500,637500,721620,852090,",KHZ
Detox 1,,"24,89,164,522,3176,10000,",XTRA
Detox 2 Parasites in the Intestines,,"9.6,15,26,35,48,60,95,125,160,200,230,410,440,465,588,760,776,1000,2000,2127,",CAFL
Detox 3 Toxins Throughout the Body,,"2.4,5.8,6.3,7.8,20,26,35,60,72,125,165,200,444,465,522,588,600,625,650,666,685,690,727,760,776,787,802,832,880,1250,1500,1550,1850,2127,",CAFL
Detox Acrylamide,,"21822.15,",XTRA
Detox Adrenal Gland,,"20,10000,12000,",XTRA 6,787,802,880,1550,1865,3176,10000,",XTRA
Detox Aluminum,,"15952.79,",XTRA
Detox and Lymphs,,"2.5,6,3,7.83,10.10,10.36,15.05,15.2,146,148,304,306,440,444,465,522,625,635,676,727,751,787,880,3040,3176,10000,",CAFL
Detox Anesthesia 1,,"146,522,",XTRA
Detox Anesthesia 2,,"0.5,2.5,6.29,146,148,333,522,523,555,768,786,",XTRA
Detox Antiseptic Effect,,"14,333,428,444,450,465,523,555,590,660,690,727.5,760,768,786,787,802,804,880,1360,1550,1770,1865,2000,2720,3176,5000,10000,",XTRA
Detox Assist,,"10000,3176,",CAFL
Detox Assist,,"3176,10000,",XTRA
Detox Autointoxication,,"20,146,522,727,787,800,880,1550,10000,",XTRA
Detox Barium,,"19516.29,21822.15,",XTRA
Detox Chemical Sensitivity,,"440,443,",XTRA
Detox Chemtrail 1,,"664,7344,2842,1147,686.6,684.1,1113,779.9,829.3,679.2,865,969.9,1067,783.6,800.4,1045,1062,673.9,690.7,",XTRA
Detox Chemtrail 2,,"16542.41,16939.43,",XTRA
Detox Chemtrail 3,,"16542.41,",XTRA
Detox Depression Drug Toxin,,"1.1,30.5,73,",XTRA
Detox EMF,,"99.5,",CUST
Detox Fluoride,,"19169.38,",XTRA
Detox Green Dye Chemical,,"563,2333,",XTRA
Detox Headache Toxicity 1,,"1.19,4.9,20,146,160,250,522,660,690,727.5,787,880,3000,",XTRA
Detox Headache Toxicity 2,,"4.9,20,146,522,727,787,880,3000,",XTRA
Detox Heavy Metals 1,,"528,945,1121,1183,1211,1343,1354,1425,2154,",XTRA
Detox Heavy Metals 2,,"63,146,148,152,250,304,306,440,444,465,522,625,635,676,727.5,751,787,880,1036,1505,3040,3176,10000,",XTRA
Detox Heavy Metals 3,,"317,1902,4202.3,5333.69,9887,14164.1,15952.79,19007.15,19007.2,19169.38,19516.29,21822.15,",XTRA
Detox Heavy Metals 4,,"15000,",XTRA
Detox Lead,,"4202.3,19007.15,",XTRA
Detox Liver Kidneys Lymph Intestine,,"30,540,750,20,240,150,520,440,640,180,",XTRA
Detox Lymphs,,"2.5,6.29,7.83,10,10.35,15.05,15.19,146,148,304,440,444,465,522,625,635,676,727,751,787,880,3175,3176,3177,10000,",XTRA
Detox Mental Disorders,,"4.9,20,72,95,125,146,428,522,550,802,10000,",XTRA
Detox Mercury 1,,"14164.1,19007.15,",XTRA
Detox Mercury 2,,"47,48,49,75,",XTRA
Detox Methotrexate,,"584,",XTRA
Detox Nicotine,,"10000,",XTRA
Detox Pesticide,,"1,6,26,73,",XTRA
Detox Respiratory,,"6.29,9.18,9.19,20.5,",XTRA
Detox SSRI Benzo,,"7676767.6666
Detox Tetanus,,"363,458,",XTRA
Detox Toxic Proteins,,"9887,",XTRA
Detox Toxins Elimination 1,,"0.5,146,522,800,1552,",XTRA
Detox Uremic Poison,,"911,",XTRA
Detox Urticaria,,"4.9,6.29,95,125,146,148,444,522,660,690,727.5,787,880,1800,1865,",XTRA
Diabetes 2,,"4200,2128,1865,1850,1550,787,465,444,125,95,72,48,302,",CAFL
Diabetes Associated Infection,,"2020,800,727,786,190,80,20,",CAFL
Diabetes Gestational,,"150,890,12700,77000,134200,235870,312500,453520,691520,872900,",KHZ
Diabetes Insipidus,,"160,240,680,110970,202500,367000,423290,632910,792900,935310,",KHZ
Diabetes Mellitus Type 1,,"150,890,1700,6970,12890,62300,429700,478230,895000,951300,",XTRA
Diabetes Mellitus,,"150,890,1700,6970,12890,62300,512500,637500,895000,951300,",KHZ
Diabetes Secondary,,"10000,2720,2170,1800,1550,880,802,727,465,20,",CAFL
Diabetes Tertiary,,"1850,32000,4000,500,",CAFL
Diabetic Acidosis,,"160,410,770,8930,32250,43010,112520,421350,422300,802590,",XTRA
Diabetic Ketoacidosis,,"160,410,770,8930,32250,112520,212500,647500,822500,921620,",KHZ
Diabetic Loading,,"35,700,",CAFL
Diabetic Neuropathies,,"160,410,770,8930,32250,43010,112520,212500,647500,802590,",KHZ
Diabetic Neuropathy,,"73,",XTRA
Diabetic Related Chronic Fatigue and Obesity,,"347510,",XTRA
Diabetic Retinopathy,,"150,240,680,970,32250,43010,112520,212500,647500,732000,",KHZ
Diabetic Retinopathy,,"150,240,680,970,32250,43010,112520,212500,465350,422300,",XTRA
Diabetic Toe Ulcer 1,,"786,2112,1050,1.2,5000,832,20,",CAFL
Diabetic Ulcers,,"727,776,787,880,",XTRA
Diaphragmatic Hernia,,"40,260,680,2250,10890,145220,267500,425910,657770,825220,",XTRA
Diarrhea,,"1550,880,832,802,786,727,465,",CAFL
Dientamoeba Fragilis 1,,"1001.41,20113.97,",XTRA
Dientamoeba Fragilis 2,,"994.85,1001.41,1006.5,12542.19,12625,12689.05,",XTRA
Dientamoebiasis,,"70,370,830,2500,3000,62500,195310,375000,575310,875690,",KHZ
Diffuse Cerebral Sclerosis of Schilder,,"250,780,930,10890,7500,95900,322530,415700,562910,742060,",KHZ
Diffuse Myofascial Pain Syndrome,,"40,490,780,7500,118000,215430,362510,422060,608410,751200,",XTRA
DiGeorge Syndrome,,"10,370,830,2500,30000,67520,192200,475310,675690,819340,",KHZ
DiGeorge Syndrome,,"40,370,830,2500,30000,67520,192200,475310,675690,819340,",XTRA
Digestion,,"727,787,880,5000,",XTRA
Digestive System Diseases,,"730,3230,55930,92500,115900,417500,545310,673300,796500,825000,",KHZ
Digestive System Surgical Procedures,,"30,500,930,2500,119000,417500,545310,673300,796500,825000,",KHZ
Diphtheria 1,,"151,340,432,590,624,776,788,800,925,1000,10000,",XTRA
Diphtheria 2,,"151,340,432,590,624,776,788,842.77,847.73,852.69,925,21250,21375,21500,",XTRA
Diphtheria,Respiratory,"151,200,340,432,490,624,776,788,800,925,1000,10000,",CAFL
Diphtheria,,"90,250,780,2750,12690,7500,95830,334250,453720,515310,",KHZ
Diphyllobothriasis,,"20,240,700,7500,18210,145500,407500,712500,827500,921060,",KHZ
Diphyllobothrium Erinacei,,"1158.2,1208.51,14601.55,15235.94,",XTRA
Diphyllobothrium Latum,,"1122.63,1170.71,14153.12,14759.37,",XTRA
Diplococcus Diphtheriae 1,,"887.26,894.83,902.26,11185.94,11281.25,11375,",XTRA
Diplococcus Diphtheriae 2,,"894.83,17973.13,",XTRA
Diplococcus Pneumoniae 1,,"892.35,904.74,17923.34,18172.27,",XTRA
Diplococcus Pneumoniae 2,,"871.64,892.35,904.74,957.9,11250,12076.55,21978.13,",XTRA
Diplopia,,"260,650,10530,5150,42500,65310,95900,225830,455820,805310,",KHZ
Diptherinum,,"624,",VEGA
Dipylidium Caninum 1,,"1089.53,1101.3,13735.94,13884.37,",XTRA
Dipylidium Caninum 2,,"1120.26,1170.33,14123.44,14754.69,",XTRA
Dirofilaria Immitis 1,,"1011.7,1013.8,1019.13,12754.69,12781.25,12848.44,",XTRA
Dirofilaria Immitis 2,,"200,535,543,728,799,1077,2322,",XTRA
Dirofilaria Immitis,Lung,"200,535,543,799,1077,2322,",CAFL
Disc Herniated 1,,"15,25.39,324,660,690,727.5,787,2720,10000,",XTRA
Disc Herniated,Back,"727,787,2720,10000,",CAFL
Disc Slipped,,"20,26,57,72,95,125,146,333,523,555,660,690,727.5,768,786,787,880,",XTRA
Disc Swelling,,"15,25.39,326,",XTRA
Disseminated Intravascular Coagulation,,"130,720,920,9500,128000,302500,432500,597500,773910,901170,",KHZ
Dissociative Disorders,,"110,490,970,17300,29500,422500,602500,715310,803500,924370,",KHZ
Distal Trisomy,,"120,350,3950,47500,87500,127500,325900,526500,708570,872930,",KHZ
Distemper,,"242,253,254,255,312,442,551,573,624,660,671,690,712,727.5,760,940,950,1269,1950,8567,",XTRA
Distended Organs,,"20,727,787,880,10000,",XTRA
Distended Stomach,,"727,787,800,880,5000,",XTRA
Distichiasis,,"80,410,800,7500,2500,30000,65310,125000,355720,422530,",KHZ
Distortion,Muscle,"9.1,110,",CAFL
Diverticulitis Acute,Intestines,"120,500,",CAFL
Diverticulitis,Intestines,"154,934,",CAFL
Diverticulitis,,"190,230,850,2250,20000,17500,41020,662500,834000,913700,",KHZ
Diverticulosis,,"154,934,",BIO
Dizziness 1,,"40,58,60,72,92,316,522,645,652,683,688,720,727,766,784,786,787,802,880,1550,",XTRA
Dizziness,,"4,5.8,60,",CAFL
DNA Create New,,"7,",CUST
DNA Heal,,"5333.69,",XTRA
DNA Integrity Stimulate,,"528,",XTRA
DNA Repair,,"528,731,732,",CAFL
Dog and Cat Hostility 1,,"3.6,",CAFL
Dopamine Stimulate Production,,"38,",XTRA
Down Syndrome Palliative,,"20,",CAFL
Down Syndrome,,"20,5000,",XTRA
Dracunculiasis,,"100,570,800,54710,195310,352500,595900,619340,797610,891270,",KHZ
Dreams,,"20,727,787,880,5000,10000,",XTRA
Droglioma,,"853,",PROV
Dropsy,,"727,787,10000,",XTRA
Drug Addiction,,"20,727,787,880,5000,",CAFL
Duane Retraction Syndrome,,"40,9460,44300,194710,207500,330000,537500,605830,754030,825310,",KHZ
Duchenne Muscular Dystrophy DMD,,"146,153,522,727.5,787,880,5000,",XTRA
Dullness,,"727,787,880,5000,",XTRA
Duodenal Ulcer,Stomach,"676,727,750,880,10000,",CAFL
Duodenal Ulcer,,"170,180,930,2500,15000,20000,45310,670000,725900,825830,",KHZ
Duodenitis,Stomach,"223,",CAFL
Dupuytren's Contracture,Hands,"1.2,250,",CAFL
Dysautonomia Familial,,"140,250,850,5250,7250,325000,587500,745310,815900,927000,",KHZ
Dysentery,Intestines,"1552,802,832,",CAFL
Dysentery,,"230,970,5830,7250,17500,67500,234250,522530,655200,751870,",KHZ
Dyslexia Symptoms,,"180,250,5610,18500,41500,126510,325810,472000,538100,614010,",XTRA
Dyslexia,,"1.45,",XTRA
Dyslipidemias,,"70,230,970,14030,32500,72910,135340,497500,675000,954370,",KHZ
Dysmenorrhea,Uterus,"26,4.9,1550,880,802,787,727,465,",CAFL
Dyspareunia,,"150,180,930,2750,137530,263020,402500,571150,796530,825340,",KHZ
Dyspepsia 1,,"727,787,802,880,1550,",XTRA
Dyspepsia,Stomach,"10000,880,1550,832,800,787,727,465,444,20,125,95,72,4.9,",CAFL
Dyspepsia,,"80,120,17850,57710,122020,241400,485830,597540,725380,851170,",KHZ
Dyspnea,,"100,",XTRA
Dysthymic Disorder,,"160,550,1850,8500,27300,57500,72500,207500,412340,607000,",KHZ
Dystonia Osteitis,,"2.64,20,660,690,724,727.5,736,743,770,787,880,3000,",XTRA
Dystonia Vegetative,,"20,40,120,240,",XTRA
Dystonia,,"80,500,830,11700,58870,330210,417320,653020,822010,971320,",KHZ
E Coli 1,,"332.5,798,1729,7847,",CAFL 
